method_id,phase,phase_bg,primary_component,title,original_text,template_text,Z1,Z2,Z3,Z4,Z5,Z6,OSI,SSI,default_duration_min,zone_distribution,min_readiness,max_percent_tref,tags,phase_reason,source_month,microcycle,microcycle_type,day_raw
m_007,late,3/3 до старта,Z5,Почивка / възстановителен ден,Почивка,Почивка,419.99999999999994,80.0,51.0,12.999999999999998,10.0,0.0,60.0,10.0,644.0,"{""Z1"": 420.0, ""Z2"": 80.0, ""Z3"": 51.0, ""Z4"": 13.0, ""Z5"": 10.0, ""OSI"": 60.0, ""SSI"": 10.0}",90,0.65,,висока интензивност/скорост/моделна работа,АПРИЛ,МИКРОЦИКЪЛ 1,ТИП НА МИКРОЦИКЪЛА:,НЕДЕЛЯ
m_014,late,3/3 до старта,Z5,Почивка / възстановителен ден,Почивка,Почивка,254.99999999999997,259.99999999999994,47.0,0.0,7.0,0.0,60.0,15.0,644.0,"{""Z1"": 255.0, ""Z2"": 260.0, ""Z3"": 47.0, ""Z5"": 7.0, ""OSI"": 60.0, ""SSI"": 15.0}",90,0.65,,висока интензивност/скорост/моделна работа,АПРИЛ,МИКРОЦИКЪЛ 3,ТИП НА МИКРОЦИКЪЛА:,НЕДЕЛЯ
m_105,late,3/3 до старта,Z5,Почивка / възстановителен ден,Преди обяд: Почивка След обяд: 1. Ролки - КТ ролбан 1-2 зона 5 по 1.3/2 км + 300 м зад стрелбището - 2 серии 5 по 15 сек отсечки през 2 мин и 5 мин между сериите - 20-30 мин докарване,Преди обяд: Почивка След обяд: 1. Ролки - КТ ролбан 1-2 зона 5 по 1.3/2 км + 300 м зад стрелбището - 2 серии {повторения} по {дължина} сек отсечки през {мин} мин и {мин} мин между сериите - {мин} мин докарване,911.5729166666666,650.0,351.0,135.0,107.0,0.0,440.0,120.0,2714.6,"{""Z1"": 911.6, ""Z2"": 650.0, ""Z3"": 351.0, ""Z4"": 135.0, ""Z5"": 107.0, ""OSI"": 440.0, ""SSI"": 120.0}",90,0.65,ролки,висока интензивност/скорост/моделна работа,Август,МИКРОЦИКЪЛ 20,ТИП НА МИКРОЦИКЪЛА: Развиващ,НЕДЕЛЯ 07.09
m_108,late,3/3 до старта,Z5,Почивка / възстановителен ден,ПОЧИВКА,ПОЧИВКА,80.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,90.0,"{""Z1"": 80.0, ""Z4"": 4.0, ""Z5"": 6.0}",90,0.65,,висока интензивност/скорост/моделна работа,Септемрви,МИКРОЦИКЪЛ 21,ТИП НА МИКРОЦИКЪЛА: Развиващ,ЧЕТВЪРТЪК 11.09
m_111,late,3/3 до старта,Z5,Почивка / възстановителен ден,"Преди обяд: 1. КТ ролки (път) - 15 мин леко каране - КОНТРОЛНО 1 км смесено - 6-7 х 2/2.5 км зона 3 (лактат до 3.5) След обед: 1. Ролки ССИ - 15 мин загрявка - жени: 2 серии по 6-7 х 30-40 сек зона 5 (ръце/крака)/ 1:30 мин почивка - мъже: ролбан 2 серии 2 по 2 км (ръце/крака), 3 мин почивка. - 10 мин разпускане","Преди обяд: 1. КТ ролки (път) - {мин} мин леко каране - КОНТРОЛНО 1 км смесено - 6-7 х 2/2.5 км зона 3 (лактат до 3.5) След обед: 1. Ролки ССИ - {мин} мин загрявка - жени: 2 серии по 6-{повторения}×{дължина} сек зона 5 (ръце/крака)/ {време}мин почивка - мъже: ролбан 2 серии {повторения} по {дължина} км (ръце/крака), {мин} мин почивка. - {мин} мин разпускане",700.0,120.0,156.0,64.0,20.0,0.0,230.0,0.0,1290.0,"{""Z1"": 700.0, ""Z2"": 120.0, ""Z3"": 156.0, ""Z4"": 64.0, ""Z5"": 20.0, ""OSI"": 230.0}",90,0.65,"ролки,лактат",висока интензивност/скорост/моделна работа,Септемрви,МИКРОЦИКЪЛ 21,ТИП НА МИКРОЦИКЪЛА: Развиващ,НЕДЕЛЯ 14.09
m_125,late,3/3 до старта,Z5,Почивка / възстановителен ден,ПОЧИВКА,ПОЧИВКА,1045.0,260.0,262.0,105.0,27.0,0.0,300.0,100.0,2099.0,"{""Z1"": 1045.0, ""Z2"": 260.0, ""Z3"": 262.0, ""Z4"": 105.0, ""Z5"": 27.0, ""OSI"": 300.0, ""SSI"": 100.0}",90,0.65,,висока интензивност/скорост/моделна работа,Септемрви,МИКРОЦИКЪЛ 22,ТИП НА МИКРОЦИКЪЛА: Развиваш,НЕДЕЛЯ 12.10
m_131,late,3/3 до старта,Z5,Почивка / възстановителен ден,"Преди обяд: 1. Контролен тест в изкачване: - 15 мин загрявка; - 2 по 7 мин през 3 мин почивка (мъже) и 2 по 5 мин през 3 мин (жени); - щафетни игри, стрелба - 30 мин. След обяд: 1. 10 мин крос 1-2 зона + Силова издръжливост /силова зала/ 3 упражнения по 4 серии за горна част, 3 упражнения по 4 серии за средна част и 2 упражнения по 4 серии за долна част","Преди обяд: 1. Контролен тест в изкачване: - {мин} мин загрявка; - {повторения} по {дължина} мин през {мин} мин почивка (мъже) и {повторения} по {дължина} мин през {мин} мин (жени); - щафетни игри, стрелба - {мин} мин. След обяд: 1. {мин} мин крос 1-2 зона + Силова издръжливост /силова зала/ 3 упражнения по 4 серии за горна част, 3 упражнения по 4 серии за средна част и 2 упражнения по 4 серии за долна част",50.0,0.0,0.0,0.0,14.0,0.0,60.0,0.0,124.0,"{""Z1"": 50.0, ""Z5"": 14.0, ""OSI"": 60.0}",90,0.65,"крос,изкачване,силова",висока интензивност/скорост/моделна работа,Септемрви,МИКРОЦИКЪЛ 23,ТИП НА МИКРОЦИКЪЛА: Възстановителен,ЧЕТВЪРТЪК 16.10
m_137,late,3/3 до старта,Z5,Почивка / възстановителен ден,ПОЧИВКА,ПОЧИВКА,705.0,120.0,206.0,85.0,27.0,0.0,240.0,50.0,1433.0,"{""Z1"": 705.0, ""Z2"": 120.0, ""Z3"": 206.0, ""Z4"": 85.0, ""Z5"": 27.0, ""OSI"": 240.0, ""SSI"": 50.0}",90,0.65,,висока интензивност/скорост/моделна работа,Октомври,МИКРОЦИКЪЛ 25,ТИП НА МИКРОЦИКЪЛА: Развиващ,НЕДЕЛЯ 12.10
m_138,late,3/3 до старта,Z5,Почивка / възстановителен ден,ПОЧИВКА,ПОЧИВКА,555.0,139.99999999999997,60.0,0.0,31.999999999999996,0.0,180.0,20.0,987.0,"{""Z1"": 555.0, ""Z2"": 140.0, ""Z3"": 60.0, ""Z5"": 32.0, ""OSI"": 180.0, ""SSI"": 20.0}",90,0.65,,висока интензивност/скорост/моделна работа,Октомври,МИКРОЦИКЪЛ 26,ТИП НА МИКРОЦИКЪЛА: Развиваш,НЕДЕЛЯ 19.10
m_152,late,3/3 до старта,Z5,Почивка / възстановителен ден,Преди обяд: 1. Крос 40-50 мин + 10 по 60 м ускорения След обед: 1. КТ ролки - 15 мин загрявка; - 6-8 по 1500 м 4-5 зона (лактат 6-8) през 3 мин почивка между отсечките; - 10 мин разпускане,Преди обяд: 1. Крос {мин} мин + {повторения} по {дължина} м ускорения След обед: 1. КТ ролки - {мин} мин загрявка; - 6-8 по 1500 м 4-5 зона (лактат 6-8) през {мин} мин почивка между отсечките; - {мин} мин разпускане,99.99999999999999,0.0,0.0,15.0,15.0,0.0,0.0,0.0,130.0,"{""Z1"": 100.0, ""Z4"": 15.0, ""Z5"": 15.0}",90,0.65,"ролки,крос,лактат",висока интензивност/скорост/моделна работа,Октомври,МИКРОЦИКЪЛ 28,ТИП НА МИКРОЦИКЪЛА: Възстановителен/поддържащ,СЪБОТА 01.11
m_158,late,3/3 до старта,Z5,Почивка / възстановителен ден,Преди обяд: 1. Ски - 1:40-2:00 ч След обед: 1. КТ ролки - 15 мин загрявка; - 6-8 по 1500 м 4-5 зона (лактат 6-8) през 3 мин почивка между отсечките; - 10 мин разпускане,Преди обяд: 1. Ски - {време} След обед: 1. КТ ролки - {мин} мин загрявка; - 6-8 по 1500 м 4-5 зона (лактат 6-8) през {мин} мин почивка между отсечките; - {мин} мин разпускане,120.0,30.0,56.0,10.0,10.0,0.0,0.0,50.0,276.0,"{""Z1"": 120.0, ""Z2"": 30.0, ""Z3"": 56.0, ""Z4"": 10.0, ""Z5"": 10.0, ""SSI"": 50.0}",90,0.65,"ролки,ски,лактат",висока интензивност/скорост/моделна работа,Ноември,МИКРОЦИКЪЛ 29,ТИП НА МИКРОЦИКЪЛА: Развиващ,ПЕТЪК 07.11
m_166,late,3/3 до старта,Z5,Почивка / възстановителен ден,Преди обяд: 1. КТ Ски - 15 мин заграявка - 3-5 серии (2 км + 400 м) състезателно темпо (лактат 6-8 ммол/л) през 3:30 мин почивка между сериите - 10 мин разпускане След обед: Крост - 0:40-1 ч 1 зона,Преди обяд: 1. КТ Ски - {мин} мин заграявка - 3-5 серии (2 км + 400 м) състезателно темпо (лактат 6-8 ммол/л) през {време}мин почивка между сериите - {мин} мин разпускане След обед: Крост - {време}-{часове} ч 1 зона,80.0,20.0,0.0,15.0,15.0,0.0,0.0,0.0,130.0,"{""Z1"": 80.0, ""Z2"": 20.0, ""Z4"": 15.0, ""Z5"": 15.0}",90,0.65,"крос,ски,лактат",висока интензивност/скорост/моделна работа,Ноември,МИКРОЦИКЪЛ 29,ТИП НА МИКРОЦИКЪЛА: Развиващ,ПЕТЪК 14.11
m_080,any,всички фази,Z1,Почивка / възстановителен ден,ПОЧИВКА,ПОЧИВКА,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},60,0.5,,почивка/възстановяване,Август,МИКРОЦИКЪЛ 18,ТИП НА МИКРОЦИКЪЛА: Състезателен,СРЯДА 20.08
m_145,any,всички фази,Z1,Почивка / възстановителен ден,ПОЧИВКА След обяд: Церемония по случай закриването на сезона (15:00 ч),ПОЧИВКА След обяд: Церемония по случай закриването на сезона ({време}),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},60,0.5,,почивка/възстановяване,Октомври,МИКРОЦИКЪЛ 27,ТИП НА МИКРОЦИКЪЛА: Възстановителен/поддържащ,ЧЕТВЪРТЪК 23.10
